user,repo,file,nbr of comits in the last year,nbr of commits in the last 6 month,nbr of commits in the last month,Data of creation,repos html url,
daetalys,gitFOSS,DAST.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Security/DAST.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Terraform.latest.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Terraform.latest.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,API-Fuzzing.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Security/API-Fuzzing.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Code-Quality.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Jobs/Code-Quality.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,docs.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/docs.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,memory.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/memory.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,review.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/review.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,cng.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/cng.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,yaml.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/yaml.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,test-metadata.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/test-metadata.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,notify.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/notify.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,reports.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/reports.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,vendored-gems.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/vendored-gems.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,global.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/global.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,cache-repo.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/cache-repo.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,static-analysis.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/static-analysis.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,qa.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/qa.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,frontend.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/frontend.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,releases.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/releases.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,pages.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/pages.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,setup.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/setup.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,dast.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/dast.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,rules.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/rules.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,dev-fixtures.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/dev-fixtures.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,graphql.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/graphql.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,workhorse.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/workhorse.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,build-images.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/build-images.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,rails.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/.gitlab/ci/rails.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Hexo.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Pages/Hexo.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,DAST-API.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Security/DAST-API.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Nanoc.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Pages/Nanoc.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Dart.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Dart.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Android.latest.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Android.latest.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Load-Performance-Testing.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Jobs/Load-Performance-Testing.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Lektor.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Pages/Lektor.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Gatsby.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Pages/Gatsby.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Harp.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Pages/Harp.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,SwaggerUI.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Pages/SwaggerUI.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Composer.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Composer.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,JBake.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Pages/JBake.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Docker.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Docker.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Container-Scanning.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Security/Container-Scanning.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Test.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Jobs/Test.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Rust.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Rust.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Secure-Binaries.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Security/Secure-Binaries.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Crystal.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Crystal.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Code-Intelligence.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Jobs/Code-Intelligence.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,dotNET.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/dotNET.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Indeni.Cloudrail.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Indeni.Cloudrail.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,EC2.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Jobs/Deploy/EC2.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,OpenShift.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/OpenShift.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Pelican.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Pages/Pelican.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Gradle.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Gradle.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,SAST.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Security/SAST.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,5-Minute-Production-App.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/5-Minute-Production-App.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Coverage-Fuzzing.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Security/Coverage-Fuzzing.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Build.latest.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Jobs/Build.latest.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,Android-Fastlane.gitlab-ci.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/lib/gitlab/ci/templates/Android-Fastlane.gitlab-ci.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,gitlab_ci_archived_trace_consistent_reads.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/config/feature_flags/development/gitlab_ci_archived_trace_consistent_reads.yml,api.github.com/repos/daetalys/gitFOSS
daetalys,gitFOSS,gitlab_ci_builds_queuing_metrics.yml,,,,2021-10-02,https://github.com/daetalys/gitFOSS/blob/1a3aea6c09a63fa987726320717060bd97d1114f/config/feature_flags/development/gitlab_ci_builds_queuing_metrics.yml,api.github.com/repos/daetalys/gitFOSS
mehulagg,gitlab,global.gitlab-ci.yml,,,,2020-09-23,https://github.com/mehulagg/gitlab/blob/47132616379ad4ce00a375b154000cf5962715fb/.gitlab/ci/global.gitlab-ci.yml,api.github.com/repos/mehulagg/gitlab
Kaveshnikov,gitlabci_example,gitlab-ci-merge-request.yml,,,,2021-09-13,https://github.com/Kaveshnikov/gitlabci_example/blob/4f83509b566036347e49f284cfcf37227e0b9ff6/ci/gitlab-ci-merge-request.yml,api.github.com/repos/Kaveshnikov/gitlabci_example
gitlabhq,gitlabhq,rules.gitlab-ci.yml,,,,2011-10-02,https://github.com/gitlabhq/gitlabhq/blob/f047727bf270fc9a64e3420a0c23760962b38f14/.gitlab/ci/rules.gitlab-ci.yml,api.github.com/repos/gitlabhq/gitlabhq
gitlabhq,gitlabhq,review.gitlab-ci.yml,,,,2011-10-02,https://github.com/gitlabhq/gitlabhq/blob/f047727bf270fc9a64e3420a0c23760962b38f14/.gitlab/ci/review.gitlab-ci.yml,api.github.com/repos/gitlabhq/gitlabhq
gitlabhq,gitlabhq,qa.gitlab-ci.yml,,,,2011-10-02,https://github.com/gitlabhq/gitlabhq/blob/231e74886fa51f23f2884d70ae05d283c91c3f76/.gitlab/ci/review-apps/qa.gitlab-ci.yml,api.github.com/repos/gitlabhq/gitlabhq
gitlabhq,gitlabhq,main.gitlab-ci.yml,,,,2011-10-02,https://github.com/gitlabhq/gitlabhq/blob/4898e4654b2aca7b0cbd0f57f44baa47580ad774/.gitlab/ci/review-apps/main.gitlab-ci.yml,api.github.com/repos/gitlabhq/gitlabhq
gitlabhq,gitlabhq,dast.gitlab-ci.yml,,,,2011-10-02,https://github.com/gitlabhq/gitlabhq/blob/4898e4654b2aca7b0cbd0f57f44baa47580ad774/.gitlab/ci/review-apps/dast.gitlab-ci.yml,api.github.com/repos/gitlabhq/gitlabhq
gitlabhq,gitlabhq,reports.gitlab-ci.yml,,,,2011-10-02,https://github.com/gitlabhq/gitlabhq/blob/24952631402d6fb352749c688bc059d6ca74217d/.gitlab/ci/reports.gitlab-ci.yml,api.github.com/repos/gitlabhq/gitlabhq
gitlabhq,gitlabhq,setup.gitlab-ci.yml,,,,2011-10-02,https://github.com/gitlabhq/gitlabhq/blob/85770eb3a25c9d9183ca7fce72d4d74c1552a53f/.gitlab/ci/setup.gitlab-ci.yml,api.github.com/repos/gitlabhq/gitlabhq
gitlabhq,gitlabhq,global.gitlab-ci.yml,,,,2011-10-02,https://github.com/gitlabhq/gitlabhq/blob/85770eb3a25c9d9183ca7fce72d4d74c1552a53f/.gitlab/ci/global.gitlab-ci.yml,api.github.com/repos/gitlabhq/gitlabhq
gitlabhq,gitlabhq,frontend.gitlab-ci.yml,,,,2011-10-02,https://github.com/gitlabhq/gitlabhq/blob/85770eb3a25c9d9183ca7fce72d4d74c1552a53f/.gitlab/ci/frontend.gitlab-ci.yml,api.github.com/repos/gitlabhq/gitlabhq
gitlabhq,gitlabhq,memory.gitlab-ci.yml,,,,2011-10-02,https://github.com/gitlabhq/gitlabhq/blob/a7e58fa022db10d17e085eb265871e2436914c9b/.gitlab/ci/memory.gitlab-ci.yml,api.github.com/repos/gitlabhq/gitlabhq
monteagudoeneko,GPS-14,gitlab-ci.yml,,,,2021-06-01,https://github.com/monteagudoeneko/GPS-14/blob/f1da0f9ebf9a31f4be986cf0984d1c495a21215e/gitlab-ci.yml,api.github.com/repos/monteagudoeneko/GPS-14
gromacs,gromacs,documentation.gitlab-ci.yml,,,,2009-06-06,https://github.com/gromacs/gromacs/blob/6e6e449b7659f882b1f0dfdcf14eb1279b074aae/admin/gitlab-ci/documentation.gitlab-ci.yml,api.github.com/repos/gromacs/gromacs
gromacs,gromacs,lint.gitlab-ci.yml,,,,2009-06-06,https://github.com/gromacs/gromacs/blob/6e6e449b7659f882b1f0dfdcf14eb1279b074aae/admin/gitlab-ci/lint.gitlab-ci.yml,api.github.com/repos/gromacs/gromacs
gromacs,gromacs,gmxapi-0.3-gromacs-master.gitlab-ci.yml,,,,2009-06-06,https://github.com/gromacs/gromacs/blob/6e6e449b7659f882b1f0dfdcf14eb1279b074aae/admin/gitlab-ci/python-gmxapi.matrix/gmxapi-0.3-gromacs-master.gitlab-ci.yml,api.github.com/repos/gromacs/gromacs
andrenasturas,hausse,package-registry.gitlab-ci.yml,,,,2021-02-24,https://github.com/andrenasturas/hausse/blob/ce2c17edcb4a4d1d11d53b5faaae9757be911e57/.gitlab/pipelines/dists/package-registry.gitlab-ci.yml,api.github.com/repos/andrenasturas/hausse
andrenasturas,hausse,reference.gitlab-ci.yml,,,,2021-02-24,https://github.com/andrenasturas/hausse/blob/ce2c17edcb4a4d1d11d53b5faaae9757be911e57/.gitlab/pipelines/reference.gitlab-ci.yml,api.github.com/repos/andrenasturas/hausse
andrenasturas,hausse,pypi.gitlab-ci.yml,,,,2021-02-24,https://github.com/andrenasturas/hausse/blob/ce2c17edcb4a4d1d11d53b5faaae9757be911e57/.gitlab/pipelines/dists/pypi.gitlab-ci.yml,api.github.com/repos/andrenasturas/hausse
Protonull-Corporation,indiansontinder,%20.gitlab-ci.yml,,,,2021-09-06,https://github.com/Protonull-Corporation/indiansontinder/blob/6c3d1165816f613b2b98032b07811163daca1bf7/%20.gitlab-ci.yml,api.github.com/repos/Protonull-Corporation/indiansontinder
Protonull-Corporation,indiansontinder,%20.gitlab-ci.yml,,,,2021-09-06,https://github.com/Protonull-Corporation/indiansontinder/blob/6c3d1165816f613b2b98032b07811163daca1bf7/_site/%20.gitlab-ci.yml,api.github.com/repos/Protonull-Corporation/indiansontinder
tivolicloud,interface,deploy.gitlab-ci.yml,,,,2020-11-28,https://github.com/tivolicloud/interface/blob/fe8c1c60f0a21a6a2bb177cdc15020fb6bbc4aed/.gitlab/deploy.gitlab-ci.yml,api.github.com/repos/tivolicloud/interface
tivolicloud,interface,windows.gitlab-ci.yml,,,,2020-11-28,https://github.com/tivolicloud/interface/blob/fe8c1c60f0a21a6a2bb177cdc15020fb6bbc4aed/.gitlab/build/windows.gitlab-ci.yml,api.github.com/repos/tivolicloud/interface
tivolicloud,interface,linux.gitlab-ci.yml,,,,2020-11-28,https://github.com/tivolicloud/interface/blob/fe8c1c60f0a21a6a2bb177cdc15020fb6bbc4aed/.gitlab/build/linux.gitlab-ci.yml,api.github.com/repos/tivolicloud/interface
tivolicloud,interface,macos.gitlab-ci.yml,,,,2020-11-28,https://github.com/tivolicloud/interface/blob/fe8c1c60f0a21a6a2bb177cdc15020fb6bbc4aed/.gitlab/unused/macos.gitlab-ci.yml,api.github.com/repos/tivolicloud/interface
tivolicloud,interface,finalize.gitlab-ci.yml,,,,2020-11-28,https://github.com/tivolicloud/interface/blob/fe8c1c60f0a21a6a2bb177cdc15020fb6bbc4aed/.gitlab/finalize.gitlab-ci.yml,api.github.com/repos/tivolicloud/interface
andrewpeck,l0mdt-hdl-design,gitlab-ci.yml,,,,2020-04-23,https://github.com/andrewpeck/l0mdt-hdl-design/blob/45ddf54dda1510124528b2dfe01509ef2b2b618d/Top/ull_ku15_b3a_ucm_mpl_hps/gitlab-ci.yml,api.github.com/repos/andrewpeck/l0mdt-hdl-design
andrewpeck,l0mdt-hdl-design,gitlab-ci.yml,,,,2020-04-23,https://github.com/andrewpeck/l0mdt-hdl-design/blob/45ddf54dda1510124528b2dfe01509ef2b2b618d/Top/base_l0mdt_lsf_upt/gitlab-ci.yml,api.github.com/repos/andrewpeck/l0mdt-hdl-design
andrewpeck,l0mdt-hdl-design,gitlab-ci.yml,,,,2020-04-23,https://github.com/andrewpeck/l0mdt-hdl-design/blob/45ddf54dda1510124528b2dfe01509ef2b2b618d/Top/ull_ku15_b3a_ucm_mpl_hps_csf/gitlab-ci.yml,api.github.com/repos/andrewpeck/l0mdt-hdl-design
andrewpeck,l0mdt-hdl-design,gitlab-ci.yml,,,,2020-04-23,https://github.com/andrewpeck/l0mdt-hdl-design/blob/45ddf54dda1510124528b2dfe01509ef2b2b618d/Top/ull_ku15_b3a_ucm_mpl_hps_lsf/gitlab-ci.yml,api.github.com/repos/andrewpeck/l0mdt-hdl-design
andrewpeck,l0mdt-hdl-design,gitlab-ci.yml,,,,2020-04-23,https://github.com/andrewpeck/l0mdt-hdl-design/blob/45ddf54dda1510124528b2dfe01509ef2b2b618d/Top/ull_ku15_b3a_ucm_mpl_hps_csf_ptmpi/gitlab-ci.yml,api.github.com/repos/andrewpeck/l0mdt-hdl-design
andrewpeck,l0mdt-hdl-design,gitlab-ci.yml,,,,2020-04-23,https://github.com/andrewpeck/l0mdt-hdl-design/blob/45ddf54dda1510124528b2dfe01509ef2b2b618d/Top/ull_ku15_b3a_ucm_mpl/gitlab-ci.yml,api.github.com/repos/andrewpeck/l0mdt-hdl-design
andrewpeck,l0mdt-hdl-design,gitlab-ci.yml,,,,2020-04-23,https://github.com/andrewpeck/l0mdt-hdl-design/blob/45ddf54dda1510124528b2dfe01509ef2b2b618d/Top/lsf/gitlab-ci.yml,api.github.com/repos/andrewpeck/l0mdt-hdl-design
kundaMwiza,learning,build.gitlab-ci.yml,,,,2020-05-29,https://github.com/kundaMwiza/learning/blob/35f804a4972d063fed2ce34b8d4694315ef5741e/machine_learning/projects/c%2B%2B/impl/linear_regression/libraries/eigen-3.4.0/ci/build.gitlab-ci.yml,api.github.com/repos/kundaMwiza/learning
kundaMwiza,learning,smoketests.gitlab-ci.yml,,,,2020-05-29,https://github.com/kundaMwiza/learning/blob/35f804a4972d063fed2ce34b8d4694315ef5741e/machine_learning/projects/c%2B%2B/impl/linear_regression/libraries/eigen-3.4.0/ci/smoketests.gitlab-ci.yml,api.github.com/repos/kundaMwiza/learning
kundaMwiza,learning,test.gitlab-ci.yml,,,,2020-05-29,https://github.com/kundaMwiza/learning/blob/35f804a4972d063fed2ce34b8d4694315ef5741e/machine_learning/projects/c%2B%2B/impl/linear_regression/libraries/eigen-3.4.0/ci/test.gitlab-ci.yml,api.github.com/repos/kundaMwiza/learning
cnb0,learning-gitlab,DAST.latest.gitlab-ci.yml,,,,2021-08-17,https://github.com/cnb0/learning-gitlab/blob/9b18ad456045f2fae91ea03b9dab12aeb98facb8/WS/05.gitlab.node/node-master/tests/telmpates/security/DAST.latest.gitlab-ci.yml,api.github.com/repos/cnb0/learning-gitlab
cnb0,learning-gitlab,DAST.latest.gitlab-ci.yml,,,,2021-08-17,https://github.com/cnb0/learning-gitlab/blob/9b18ad456045f2fae91ea03b9dab12aeb98facb8/WS/07.gitlab-python.01/python-master/tests/telmpates/security/DAST.latest.gitlab-ci.yml,api.github.com/repos/cnb0/learning-gitlab
cnb0,learning-gitlab,Secret-Detection.gitlab-ci.yml,,,,2021-08-17,https://github.com/cnb0/learning-gitlab/blob/9b18ad456045f2fae91ea03b9dab12aeb98facb8/WS/05.gitlab.node/node-master/tests/telmpates/security/Secret-Detection.gitlab-ci.yml,api.github.com/repos/cnb0/learning-gitlab
cnb0,learning-gitlab,Secret-Detection.gitlab-ci.yml,,,,2021-08-17,https://github.com/cnb0/learning-gitlab/blob/9b18ad456045f2fae91ea03b9dab12aeb98facb8/WS/07.gitlab-python.01/python-master/tests/telmpates/security/Secret-Detection.gitlab-ci.yml,api.github.com/repos/cnb0/learning-gitlab
